YNSM_NO,YNSM_CUST,ynsd_prod,ynsd_qty,ynsd_amt,YN_DATE
S2360062            ,A0421     ,PS05848DG54000000F01,3,414090.91,6/15/2023
S2360062            ,A0421     ,PS05848DLG6000000F01,1,414090.91,6/15/2023
S2360063            ,A0421     ,PS05848DS05000000F01,2,0,6/15/2023
S2360064            ,A0486     ,PS05L02DB07000000E01,2,343636.36,6/15/2023
S2360064            ,A0486     ,PS05L02DB07000000E02,3,343636.36,6/15/2023
S2360064            ,A0486     ,PS05L02DB07000000E03,2,343636.36,6/15/2023
S2360064            ,A0486     ,PS05L02DW06000000E01,2,343636.36,6/15/2023
S2360064            ,A0486     ,PS05L02DB07000000F01,3,343636.36,6/15/2023
S2360064            ,A0486     ,PS05L02DB07000000F03,3,343636.36,6/15/2023
S2360064            ,A0486     ,PS05L02DG54000000F01,2,343636.36,6/15/2023
S2360064            ,A0486     ,PS05L02DW06000000F01,3,343636.36,6/15/2023
S2360064            ,A0486     ,PS05L02DYA1000000F01,4,343636.36,6/15/2023
S2360064            ,A0486     ,PS05848DS05000000G01,7,409090.91,6/15/2023
S2360064            ,A0486     ,PS05848DS05000000H01,3,409090.91,6/15/2023
S2360065            ,A0486     ,PS05848DS05000000H01,2,0,6/15/2023
S2360066            ,A0548     ,PS05831DB07000000G01,7,506818.18,6/15/2023
S2360066            ,A0548     ,PS05831DS51000000G01,2,506818.18,6/15/2023
S2360066            ,A0548     ,PS05831DS51000000H01,1,506818.18,6/15/2023
S2360066            ,A0548     ,PS05848DB07000000G01,8,441363.64,6/15/2023
S2360066            ,A0548     ,PS05848DLG6000000G01,3,441363.64,6/15/2023
S2360066            ,A0548     ,PS05848DS05000000G01,2,436363.64,6/15/2023
S2360066            ,A0548     ,PS05848DG63000000H01,5,441363.64,6/15/2023
S2360066            ,A0548     ,PS05848DS05000000H01,2,436363.64,6/15/2023
S2360067            ,A0548     ,PS05831DLG6000000H01,2,0,6/15/2023
S2360067            ,A0548     ,PS05848DB07000000F01,4,0,6/15/2023
S2360056            ,A0176     ,PS05201DS05000000001,48,248181.82,6/14/2023
S2360057            ,A0176     ,PS05201DS05000000001,8,248181.82,6/14/2023
S2360057            ,A0176     ,PS05201DS01000000001,4,248181.82,6/14/2023
S2360058            ,A0734     ,PS05267DB07000000G01,7,329545.46,6/14/2023
S2360058            ,A0734     ,PS05267DLA8000000G01,3,329545.46,6/14/2023
S2360058            ,A0734     ,PS05831DB07000000G01,10,482272.73,6/14/2023
S2360058            ,A0734     ,PS05848DB07000000G01,8,414090.91,6/14/2023
S2360058            ,A0734     ,PS05848DB07000000F01,2,414090.91,6/14/2023
S2360058            ,A0734     ,SXV02213SCA003001,10,35454.55,6/14/2023
S2360058            ,A0734     ,SXV02288SCA003001,1,35454.55,6/14/2023
S2360059            ,A0734     ,PS05267DLA8000000F01,2,0,6/14/2023
S2360059            ,A0734     ,PS05831DB07000000G01,2,0,6/14/2023
S2360059            ,A0734     ,PS05848DB07000000F01,2,0,6/14/2023
S2360049            ,A0239     ,PS051A1DB07000000001,20,232272.73,6/13/2023
S2360049            ,A0239     ,PS051A1DLG6000000001,5,232272.73,6/13/2023
S2360049            ,A0239     ,PS051A1DL06000000001,5,227272.73,6/13/2023
S2360049            ,A0239     ,PS051A1DY03000000001,5,227272.73,6/13/2023
S2360049            ,A0239     ,PS051A1DS05000000001,5,227272.73,6/13/2023
S2360050            ,A0447     ,PS051E4DW13000000001,5,140909.09,6/13/2023
S2360050            ,A0447     ,PS051E4D015000000001,2,140909.09,6/13/2023
S2360050            ,A0447     ,PS051E4DS01000000001,2,140909.09,6/13/2023
S2360050            ,A0447     ,PS051CBDB07000000001,5,185000,6/13/2023
S2360050            ,A0447     ,PS051CBDS05000000001,4,180000,6/13/2023
S2360050            ,A0447     ,PS051CBDL06000000001,4,180000,6/13/2023
S2360050            ,A0447     ,PS051CBDW13000000001,3,180000,6/13/2023
S2360050            ,A0447     ,PS051CBDR11000000001,2,180000,6/13/2023
S2360050            ,A0447     ,PS051CBDB03000000001,3,180000,6/13/2023
S2360051            ,A0447     ,PS051CBDLG6000000001,4,0,6/13/2023
S2360052            ,A0447     ,PS05848DB07000000G01,2,441363.64,6/13/2023
S2360052            ,A0447     ,PS05848DLG6000000G01,1,441363.64,6/13/2023
S2360052            ,A0447     ,PS05848DB07000000H01,2,441363.64,6/13/2023
S2360052            ,A0447     ,PS05848DLG6000000H01,1,441363.64,6/13/2023
S2360052            ,A0447     ,PS05267DLA8000000H01,1,345909.09,6/13/2023
S2360052            ,A0447     ,PS05267DS01000000G01,1,340909.09,6/13/2023
S2360053            ,A0462     ,PS051D2D015000000001,5,99090.91,6/13/2023
S2360053            ,A0462     ,PS051D2DB07000000001,4,104090.91,6/13/2023
S2360053            ,A0462     ,PS051D2DG63000000001,5,104090.91,6/13/2023
S2360053            ,A0462     ,PS051D2DH66000000001,5,99090.91,6/13/2023
S2360053            ,A0462     ,PS051D2DR48000000001,5,99090.91,6/13/2023
S2360054            ,A0822     ,PS051E4D015000000001,2,133636.36,6/13/2023
S2360054            ,A0822     ,PS051E4DR01000000001,2,133636.36,6/13/2023
S2360054            ,A0822     ,PS051E4DR18000000001,2,133636.36,6/13/2023
S2360054            ,A0822     ,PS051E4DR48000000001,2,133636.36,6/13/2023
S2360054            ,A0822     ,PS051E4DS01000000001,2,133636.36,6/13/2023
S2360054            ,A0822     ,PS051E4DW13000000001,2,133636.36,6/13/2023
S2360054            ,A0822     ,PS051B9DB07S08016001,3,180454.55,6/13/2023
S2360054            ,A0822     ,PS051B9DR01S08010001,3,175454.55,6/13/2023
S2360054            ,A0822     ,PS051B9DY04S08018001,3,175454.55,6/13/2023
S2360054            ,A0822     ,PS051C8DB07000000001,2,185000,6/13/2023
S2360054            ,A0822     ,PS051C8DG63000000001,2,185000,6/13/2023
S2360054            ,A0822     ,PS051C8DL06000000001,2,180000,6/13/2023
S2360054            ,A0822     ,PS051C8DLG6000000001,2,185000,6/13/2023
S2360054            ,A0822     ,PS051C8DR11000000001,2,180000,6/13/2023
S2360054            ,A0822     ,PS051C8DS05000000001,2,180000,6/13/2023
S2360054            ,A0822     ,PS05288DB07000000G01,2,224090.91,6/13/2023
S2360054            ,A0822     ,PS05288DG04000000G01,2,219090.91,6/13/2023
S2360054            ,A0822     ,PS05288DH66000000G01,2,219090.91,6/13/2023
S2360054            ,A0822     ,PS05288DL06000000G01,2,219090.91,6/13/2023
S2360054            ,A0822     ,PS05288DR11000000G01,2,219090.91,6/13/2023
S2360054            ,A0822     ,PS05288DR47000000G01,2,219090.91,6/13/2023
S2360054            ,A0822     ,PS05288DS05000000G01,2,219090.91,6/13/2023
S2360054            ,A0822     ,PS05288DW13000000G01,2,219090.91,6/13/2023
S2360054            ,A0822     ,PS05288DY03000000G01,2,219090.91,6/13/2023
S2360054            ,A0822     ,PS053A2DG04000000F01,2,281818.18,6/13/2023
S2360054            ,A0822     ,PS053A2DR47000000F01,2,281818.18,6/13/2023
S2360054            ,A0822     ,PS053A2DG63000000G01,2,286818.18,6/13/2023
S2360054            ,A0822     ,PS053A2DH66000000G01,2,281818.18,6/13/2023
S2360054            ,A0822     ,PS053A2DLK9000000G01,2,281818.18,6/13/2023
S2360054            ,A0822     ,PS053A2DW13000000E01,2,281818.18,6/13/2023
S2360054            ,A0822     ,PS05L02DB07000000F01,1,343636.36,6/13/2023
S2360054            ,A0822     ,PS05L02DB07000000F03,1,343636.36,6/13/2023
S2360054            ,A0822     ,PS05L02DG54000000F01,1,343636.36,6/13/2023
S2360054            ,A0822     ,PS05L02DLG6000000F01,1,343636.36,6/13/2023
S2360054            ,A0822     ,PS05L02DYA1000000F01,1,343636.36,6/13/2023
S2360055            ,A0274     ,PS05L02DB07000000F01,4,343636.36,6/13/2023
S2360055            ,A0274     ,PS05L02DB07000000F03,2,343636.36,6/13/2023
S2360055            ,A0274     ,PS05L02DLG6000000F01,2,343636.36,6/13/2023
S2360036            ,A0217     ,PS051A1DB07000000001,16,214090.91,6/12/2023
S2360036            ,A0217     ,PS051A1DLG6000000001,12,214090.91,6/12/2023
S2360036            ,A0217     ,PS051A1DW01000000001,10,213636.36,6/12/2023
S2360036            ,A0217     ,PS051A1DR11000000001,5,209090.91,6/12/2023
S2360036            ,A0217     ,PS051A1DS05000000001,5,209090.91,6/12/2023
S2360037            ,A0274     ,PS05848DB07000000F01,2,414090.91,6/12/2023
S2360037            ,A0274     ,PS05848DB07000000G01,6,414090.91,6/12/2023
S2360037            ,A0274     ,PS05848DLG6000000G01,3,414090.91,6/12/2023
S2360037            ,A0274     ,PS05848DB07000000H01,6,414090.91,6/12/2023
S2360037            ,A0274     ,PS05848DLG6000000H01,3,414090.91,6/12/2023
S2360037            ,A0274     ,PS05831DB01A047A2F01,2,572727.27,6/12/2023
S2360037            ,A0274     ,PS05831DR01A04718G01,1,572727.27,6/12/2023
S2360037            ,A0274     ,PS05831DW01A047B3G01,1,572727.27,6/12/2023
S2360037            ,A0274     ,PS05831DLG6000000G01,3,482272.73,6/12/2023
S2360037            ,A0274     ,PS05831DS51000000H01,2,482272.73,6/12/2023
S2360037            ,A0274     ,PS05831DLG6000000H01,3,482272.73,6/12/2023
S2360037            ,A0274     ,PS05831DB07000000H01,7,482272.73,6/12/2023
S2360037            ,A0274     ,PS05267DB07000000G01,8,329545.46,6/12/2023
S2360037            ,A0274     ,PS05267DLA8000000G01,6,329545.46,6/12/2023
S2360037            ,A0274     ,PS05267DS05000000G01,3,324545.46,6/12/2023
S2360037            ,A0274     ,PS05267DR11000000G01,3,324545.46,6/12/2023
S2360037            ,A0274     ,PS05831DB07000000G01,1,482272.73,6/12/2023
S2360038            ,A0274     ,PS05848DS05000000G01,4,0,6/12/2023
S2360038            ,A0274     ,PS05831DB07000000G01,4,0,6/12/2023
S2360038            ,A0274     ,PS05267DS01000000G01,4,0,6/12/2023
S2360039            ,A0492     ,PS05848DB07000000G01,14,414090.91,6/12/2023
S2360039            ,A0492     ,PS05848DLG6000000G01,3,414090.91,6/12/2023
S2360039            ,A0492     ,PS05848DS05000000G01,3,409090.91,6/12/2023
S2360040            ,A0492     ,PS05848DLG6000000H01,2,0,6/12/2023
S2360040            ,A0492     ,PS05848DS05000000H01,2,0,6/12/2023
S2360041            ,A0641     ,PS05848DB07000000F01,5,441363.64,6/12/2023
S2360041            ,A0641     ,PS05848DB07000000G01,8,441363.64,6/12/2023
S2360041            ,A0641     ,PS05848DG63000000G01,4,441363.64,6/12/2023
S2360041            ,A0641     ,PS05848DG63000000H01,3,441363.64,6/12/2023
S2360041            ,A0641     ,PS05288DY03000000F01,12,236363.64,6/12/2023
S2360042            ,A0641     ,PS05848DS05000000G01,4,0,6/12/2023
S2360043            ,A0197     ,PS051A1DB07000000001,12,214090.91,6/12/2023
S2360043            ,A0197     ,PS051A1DS05000000001,10,209090.91,6/12/2023
S2360043            ,A0197     ,PS051A1DL06000000001,9,209090.91,6/12/2023
S2360043            ,A0197     ,PS051A1DR11000000001,9,209090.91,6/12/2023
S2360043            ,A0197     ,PS051E5DB07000000001,5,148636.36,6/12/2023
S2360043            ,A0197     ,PS051E5DLG6000000001,1,148636.36,6/12/2023
S2360043            ,A0197     ,PS051E5DS05000000001,3,143636.36,6/12/2023
S2360043            ,A0197     ,PS051E5DR11000000001,3,143636.36,6/12/2023
S2360043            ,A0197     ,PS051E5DG04000000001,3,143636.36,6/12/2023
S2360044            ,A0722     ,PS051CBDW13000000001,5,180000,6/12/2023
S2360044            ,A0722     ,PS051CBDB03000000001,3,180000,6/12/2023
S2360044            ,A0722     ,PS051CBDS05000000001,3,180000,6/12/2023
S2360044            ,A0722     ,PS051CBDB07000000001,5,185000,6/12/2023
S2360044            ,A0722     ,PS051CBDLG6000000001,4,185000,6/12/2023
S2360045            ,A0722     ,PS051CBDR11000000001,4,0,6/12/2023
S2360046            ,A0344     ,PS05310DS05000000F01,5,307272.73,6/12/2023
S2360046            ,A0344     ,PS05310DR11000000F01,3,307272.73,6/12/2023
S2360046            ,A0344     ,PS05310DB03000000F01,4,307272.73,6/12/2023
S2360047            ,A0344     ,PS051A1DW01000000001,5,213636.36,6/12/2023
S2360047            ,A0344     ,PS051A1DY03000000001,5,209090.91,6/12/2023
S2360047            ,A0344     ,PS051A1DS05000000001,5,209090.91,6/12/2023
S2360047            ,A0344     ,PS051A1DB07000000001,5,214090.91,6/12/2023
S2360047            ,A0344     ,PS051A1DLG6000000001,5,214090.91,6/12/2023
S2360048            ,A0663     ,PS051A1DB07000000001,6,214090.91,6/12/2023
S2360048            ,A0663     ,PS051A1DLG6000000001,6,214090.91,6/12/2023
S2360048            ,A0663     ,PS051A1DR11000000001,4,209090.91,6/12/2023
S2360048            ,A0663     ,PS051A1DS05000000001,4,209090.91,6/12/2023
S2360048            ,A0663     ,PS051A1DW01000000001,4,213636.36,6/12/2023
S2360026            ,A0197     ,PS05848DB07000000H01,20,414090.91,6/9/2023
S2360027            ,A0197     ,PS05848DB07000000H01,4,0,6/9/2023
S2360028            ,A0197     ,PS05848DB07000000G01,16,414090.91,6/9/2023
S2360028            ,A0197     ,PS05848DLG6000000G01,4,414090.91,6/9/2023
S2360029            ,A0197     ,PS05848DLG6000000G01,4,0,6/9/2023
S2360030            ,A0566     ,PS05267DR11000000G01,11,324545.46,6/9/2023
S2360030            ,A0566     ,PS05267DS05000000G01,11,324545.46,6/9/2023
S2360030            ,A0566     ,PS05267DLA8000000G01,11,329545.46,6/9/2023
S2360030            ,A0566     ,PS05267DB07000000G01,7,329545.46,6/9/2023
S2360030            ,A0566     ,PS05848DLG6000000G01,7,414090.91,6/9/2023
S2360030            ,A0566     ,PS05848DB07000000G01,3,414090.91,6/9/2023
S2360030            ,A0566     ,PS05848DLG6000000H01,3,414090.91,6/9/2023
S2360030            ,A0566     ,PS05848DB07000000H01,7,414090.91,6/9/2023
S2360031            ,A0566     ,PS05267DB07000000G01,8,0,6/9/2023
S2360031            ,A0566     ,PS05848DS05000000G01,2,0,6/9/2023
S2360031            ,A0566     ,PS05848DS05000000H01,2,0,6/9/2023
S2360032            ,A0613     ,PS05849DB01B02116G01,11,390909.09,6/9/2023
S2360032            ,A0613     ,PS05849DB07B02113G01,6,395909.09,6/9/2023
S2360032            ,A0613     ,PS05849DB07B021D3G01,3,395909.09,6/9/2023
S2360033            ,A0613     ,PS05849DB07B021D3G01,4,0,6/9/2023
S2360034            ,A0215     ,PS05848DB07000000G01,35,414090.91,6/9/2023
S2360034            ,A0215     ,PS05848DLG6000000G01,12,414090.91,6/9/2023
S2360034            ,A0215     ,PS05848DG63000000G01,6,414090.91,6/9/2023
S2360034            ,A0215     ,PS05848DS05000000G01,12,409090.91,6/9/2023
S2360034            ,A0215     ,PS05848DB07000000H01,9,414090.91,6/9/2023
S2360034            ,A0215     ,PS05848DLG6000000H01,12,414090.91,6/9/2023
S2360034            ,A0215     ,PS05848DG63000000H01,6,414090.91,6/9/2023
S2360034            ,A0215     ,PS05848DS05000000H01,8,409090.91,6/9/2023
S2360035            ,A0215     ,PS05848DB07000000H01,16,0,6/9/2023
S2360035            ,A0215     ,PS05848DS05000000H01,4,0,6/9/2023
S2360023            ,A0595     ,PS051E9DR11000000001,4,127272.73,6/8/2023
S2360024            ,A0595     ,PS051D4DL06000000001,3,139090.91,6/8/2023
S2360024            ,A0595     ,PS051D4DS05000000001,3,139090.91,6/8/2023
S2360024            ,A0595     ,PS051D4DY03000000001,1,139090.91,6/8/2023
S2360024            ,A0595     ,PS051D4DW13000000001,2,139090.91,6/8/2023
S2360024            ,A0595     ,PS051D4DR11000000001,3,139090.91,6/8/2023
S2360024            ,A0595     ,PS051D4DL50000000001,1,139090.91,6/8/2023
S2360024            ,A0595     ,PS051D4DB03000000001,2,139090.91,6/8/2023
S2360024            ,A0595     ,PS051E4DS01000000001,2,140909.09,6/8/2023
S2360024            ,A0595     ,PS051E4DS05000000001,3,140909.09,6/8/2023
S2360025            ,A0767     ,PS053A2DB07000000G01,5,286818.18,6/8/2023
S2360025            ,A0767     ,PS053A2DB07000000E01,7,286818.18,6/8/2023
S2360021            ,A0299     ,PS05L02DYA1000000E01,2,343636.36,6/7/2023
S2360021            ,A0299     ,PS05L02DLA9000000E01,2,343636.36,6/7/2023
S2360021            ,A0299     ,PS05L02DB07000000F01,2,343636.36,6/7/2023
S2360021            ,A0299     ,PS05L02DB07000000F02,2,343636.36,6/7/2023
S2360021            ,A0299     ,PS05L02DB07000000F03,2,343636.36,6/7/2023
S2360021            ,A0299     ,PS05L02DG54000000F01,2,343636.36,6/7/2023
S2360022            ,A0743     ,PS051C8DB07000000001,18,185000,6/7/2023
S2360022            ,A0743     ,PS051C8DLG6000000001,7,185000,6/7/2023
S2360022            ,A0743     ,PS051C8DR11000000001,3,180000,6/7/2023
S2360022            ,A0743     ,PS051C8DL06000000001,2,180000,6/7/2023
S2360022            ,A0743     ,SXV02310SCA001001,5,35454.55,6/7/2023
S2360022            ,A0743     ,SXV02310SCA003001,5,35454.55,6/7/2023
S2360022            ,A0743     ,PS05L02DW06000000E01,3,343636.36,6/7/2023
S2360022            ,A0743     ,SXV02848SCA001001,10,39090.91,6/7/2023
S2360022            ,A0743     ,SXV02848SCA003001,10,39090.91,6/7/2023
S2360022            ,A0743     ,SXV02831SCA001001,1,52727.27,6/7/2023
S2360017            ,A0522     ,PS051D2D015000000001,2,99090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DG04000000001,2,99090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DG63000000001,2,104090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DH66000000001,2,99090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DL06000000001,2,99090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DLG6000000001,2,104090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DR01000000001,2,99090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DR11000000001,2,99090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DR48000000001,2,99090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DY03000000001,2,99090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DY62000000001,2,99090.91,6/5/2023
S2360017            ,A0522     ,PS051D2DY86000000001,2,99090.91,6/5/2023
S2360017            ,A0522     ,PS051E4DR12000000001,2,138636.36,6/5/2023
S2360017            ,A0522     ,PS051E4DY04000000001,2,133636.36,6/5/2023
S2360017            ,A0522     ,PS051E4DY86000000001,2,133636.36,6/5/2023
S2360017            ,A0522     ,PS051E4D015000000001,2,133636.36,6/5/2023
S2360017            ,A0522     ,PS051E4DR18000000001,2,133636.36,6/5/2023
S2360017            ,A0522     ,PS051E4DR01000000001,2,133636.36,6/5/2023
S2360017            ,A0522     ,PS051E4DL50000000001,2,133636.36,6/5/2023
S2360017            ,A0522     ,PS051E4DW13000000001,2,133636.36,6/5/2023
S2360018            ,A0480     ,PS051E4DS01000000001,4,133636.36,6/5/2023
S2360018            ,A0480     ,PS05288D015000000G01,1,219090.91,6/5/2023
S2360018            ,A0480     ,PS053A2DG63000000E01,1,286818.18,6/5/2023
S2360018            ,A0480     ,SXV02213SCA001001,31,35454.55,6/5/2023
S2360018            ,A0480     ,SXV02213SCA003001,9,35454.55,6/5/2023
S2360018            ,A0480     ,PS05849DS05000000G01,2,300000,6/5/2023
S2360018            ,A0480     ,PS05849DLG6000000H01,5,305000,6/5/2023
S2360018            ,A0480     ,PS05849DS51000000H01,3,305000,6/5/2023
S2360019            ,A0480     ,PS05849DG63000000G01,2,0,6/5/2023
S2360020            ,A0480     ,PS052664YD5000000G01,1,318181.82,6/5/2023
