"prd_no","logo","model","std","color","sqa","sqa_color","size","prd_name"
PA016653W01B12113D01,ASTONE,"626",CNS,白,BQ2水漂,藍,S,ASTONE 626(DJ14) CNS BQ2 白/藍 S
PA016653W01B12113E01,ASTONE,"626",CNS,白,BQ2水漂,藍,M,ASTONE 626(DJ14) CNS BQ2 白/藍 M
PA016653W01B12113F01,ASTONE,"626",CNS,白,BQ2水漂,藍,L,ASTONE 626(DJ14) CNS BQ2 白/藍 L
PA016653W01B12113G01,ASTONE,"626",CNS,白,BQ2水漂,藍,XL,ASTONE 626(DJ14) CNS BQ2 白/藍 XL
PA016653W01B12113H01,ASTONE,"626",CNS,白,BQ2水漂,藍,"2XL",ASTONE 626(DJ14) CNS BQ2 白/藍 2XL
PA016653W01B12113I01,ASTONE,"626",CNS,白,BQ2水漂,藍,"3XL",ASTONE 626(DJ14) CNS BQ2 白/藍 3XL
PA016653W01B1211BD01,ASTONE,"626",CNS,白,BQ2水漂,紅,S,ASTONE 626(DJ14) CNS BQ2 白/紅 S
PA016653W01B1211BE01,ASTONE,"626",CNS,白,BQ2水漂,紅,M,ASTONE 626(DJ14) CNS BQ2 白/紅 M
PA016653W01B1211BF01,ASTONE,"626",CNS,白,BQ2水漂,紅,L,ASTONE 626(DJ14) CNS BQ2 白/紅 L
PA016653W01B1211BG01,ASTONE,"626",CNS,白,BQ2水漂,紅,XL,ASTONE 626(DJ14) CNS BQ2 白/紅 XL
PA016653W01B1211BH01,ASTONE,"626",CNS,白,BQ2水漂,紅,"2XL",ASTONE 626(DJ14) CNS BQ2 白/紅 2XL
PA016653W01B1211BI01,ASTONE,"626",CNS,白,BQ2水漂,紅,"3XL",ASTONE 626(DJ14) CNS BQ2 白/紅 3XL
PA016653W11B1481BD01,ASTONE,"626",CNS,珍珠白(淺灰底),BQ3水漂,紅,S,ASTONE 626(DJ14) CNS BQ3 珍珠白/紅 S
PA016653W11B1481BE01,ASTONE,"626",CNS,珍珠白(淺灰底),BQ3水漂,紅,M,ASTONE 626(DJ14) CNS BQ3 珍珠白/紅 M
PA016653W11B1481BF01,ASTONE,"626",CNS,珍珠白(淺灰底),BQ3水漂,紅,L,ASTONE 626(DJ14) CNS BQ3 珍珠白/紅 L
PA016653W11B1481BG01,ASTONE,"626",CNS,珍珠白(淺灰底),BQ3水漂,紅,XL,ASTONE 626(DJ14) CNS BQ3 珍珠白/紅 XL
PA016653W11B1481BH01,ASTONE,"626",CNS,珍珠白(淺灰底),BQ3水漂,紅,"2XL",ASTONE 626(DJ14) CNS BQ3 珍珠白/紅 2XL
PA016653W11B1481BI01,ASTONE,"626",CNS,珍珠白(淺灰底),BQ3水漂,紅,"3XL",ASTONE 626(DJ14) CNS BQ3 珍珠白/紅 3XL
PA018233B01W2841GD01,ASTONE,"808",CNS,素黑,WW11水漂,黃,S,ASTONE 808(ROADSTAR) CNS WW11 素黑/黃 S
PA018233B01W2841GE01,ASTONE,"808",CNS,素黑,WW11水漂,黃,M,ASTONE 808(ROADSTAR) CNS WW11 素黑/黃 M
PA018233B01W2841GF01,ASTONE,"808",CNS,素黑,WW11水漂,黃,L,ASTONE 808(ROADSTAR) CNS WW11 素黑/黃 L
PA018233B01W2841GG01,ASTONE,"808",CNS,素黑,WW11水漂,黃,XL,ASTONE 808(ROADSTAR) CNS WW11 素黑/黃 XL
PA018233B01W2841GH01,ASTONE,"808",CNS,素黑,WW11水漂,黃,"2XL",ASTONE 808(ROADSTAR) CNS WW11 素黑/黃 2XL
PA018233B01W2841GI01,ASTONE,"808",CNS,素黑,WW11水漂,黃,"3XL",ASTONE 808(ROADSTAR) CNS WW11 素黑/黃 3XL
PA018233B01W30512D01,ASTONE,"808",CNS,素黑,WW13水漂,綠,S,ASTONE 808(ROADSTAR) CNS WW13 黑/綠 S
PA018233B01W30512E01,ASTONE,"808",CNS,素黑,WW13水漂,綠,M,ASTONE 808(ROADSTAR) CNS WW13 黑/綠 M
PA018233B01W30512F01,ASTONE,"808",CNS,素黑,WW13水漂,綠,L,ASTONE 808(ROADSTAR) CNS WW13 黑/綠 L
PA018233B01W30512G01,ASTONE,"808",CNS,素黑,WW13水漂,綠,XL,ASTONE 808(ROADSTAR) CNS WW13 黑/綠 XL
PA018233B01W30512H01,ASTONE,"808",CNS,素黑,WW13水漂,綠,"2XL",ASTONE 808(ROADSTAR) CNS WW13 黑/綠 2XL
PA018233B01W30512I01,ASTONE,"808",CNS,素黑,WW13水漂,綠,"3XL",ASTONE 808(ROADSTAR) CNS WW13 黑/綠 3XL
PA018233B01W30813D01,ASTONE,"808",CNS,素黑,WW15水漂,藍,S,ASTONE 808(ROADSTAR) CNS WW15 黑/藍 S
PA018233B01W30813E01,ASTONE,"808",CNS,素黑,WW15水漂,藍,M,ASTONE 808(ROADSTAR) CNS WW15 黑/藍 M
PA018233B01W30813F01,ASTONE,"808",CNS,素黑,WW15水漂,藍,L,ASTONE 808(ROADSTAR) CNS WW15 黑/藍 L
PA018233B01W30813G01,ASTONE,"808",CNS,素黑,WW15水漂,藍,XL,ASTONE 808(ROADSTAR) CNS WW15 黑/藍 XL
PA018233B01W30813H01,ASTONE,"808",CNS,素黑,WW15水漂,藍,"2XL",ASTONE 808(ROADSTAR) CNS WW15 黑/藍 2XL
PA018233B01W30813I01,ASTONE,"808",CNS,素黑,WW15水漂,藍,"3XL",ASTONE 808(ROADSTAR) CNS WW15 黑/藍 3XL
PA018233B07000000D01,ASTONE,"808",CNS,抗刮消光黑,素色,素色,S,ASTONE 808(ROADSTAR) CNS 抗刮消光黑 S
PA018233B07000000E01,ASTONE,"808",CNS,抗刮消光黑,素色,素色,M,ASTONE 808(ROADSTAR) CNS 抗刮消光黑 M
PA018233B07000000F01,ASTONE,"808",CNS,抗刮消光黑,素色,素色,L,ASTONE 808(ROADSTAR) CNS 抗刮消光黑 L
PA018233B07000000G01,ASTONE,"808",CNS,抗刮消光黑,素色,素色,XL,ASTONE 808(ROADSTAR) CNS 抗刮消光黑 XL
PA018233B07000000H01,ASTONE,"808",CNS,抗刮消光黑,素色,素色,"2XL",ASTONE 808(ROADSTAR) CNS 抗刮消光黑 2XL
PA018233B07000000I01,ASTONE,"808",CNS,抗刮消光黑,素色,素色,"3XL",ASTONE 808(ROADSTAR) CNS 抗刮消光黑 3XL
PA018233B07W1171BD01,ASTONE,"808",CNS,抗刮消光黑,WW9水漂,紅,S,ASTONE 808(ROADSTAR) CNS WW9 抗刮消光黑/紅 S
PA018233B07W1171BE01,ASTONE,"808",CNS,抗刮消光黑,WW9水漂,紅,M,ASTONE 808(ROADSTAR) CNS WW9 抗刮消光黑/紅 M
PA018233B07W1171BF01,ASTONE,"808",CNS,抗刮消光黑,WW9水漂,紅,L,ASTONE 808(ROADSTAR) CNS WW9 抗刮消光黑/紅 L
PA018233B07W1171BG01,ASTONE,"808",CNS,抗刮消光黑,WW9水漂,紅,XL,ASTONE 808(ROADSTAR) CNS WW9 抗刮消光黑/紅 XL
PA018233B07W1171BH01,ASTONE,"808",CNS,抗刮消光黑,WW9水漂,紅,"2XL",ASTONE 808(ROADSTAR) CNS WW9 抗刮消光黑/紅 2XL
PA018233B07W1171BI01,ASTONE,"808",CNS,抗刮消光黑,WW9水漂,紅,"3XL",ASTONE 808(ROADSTAR) CNS WW9 抗刮消光黑/紅 3XL
PA018233B07W2841BD01,ASTONE,"808",CNS,抗刮消光黑,WW11水漂,紅,S,ASTONE 808(ROADSTAR) CNS WW11 抗刮消光黑/紅 S
PA018233B07W2841BE01,ASTONE,"808",CNS,抗刮消光黑,WW11水漂,紅,M,ASTONE 808(ROADSTAR) CNS WW11 抗刮消光黑/紅 M
PA018233B07W2841BF01,ASTONE,"808",CNS,抗刮消光黑,WW11水漂,紅,L,ASTONE 808(ROADSTAR) CNS WW11 抗刮消光黑/紅 L
PA018233B07W2841BG01,ASTONE,"808",CNS,抗刮消光黑,WW11水漂,紅,XL,ASTONE 808(ROADSTAR) CNS WW11 抗刮消光黑/紅 XL
PA018233B07W2841BH01,ASTONE,"808",CNS,抗刮消光黑,WW11水漂,紅,"2XL",ASTONE 808(ROADSTAR) CNS WW11 抗刮消光黑/紅 2XL
PA018233B07W2841BI01,ASTONE,"808",CNS,抗刮消光黑,WW11水漂,紅,"3XL",ASTONE 808(ROADSTAR) CNS WW11 抗刮消光黑/紅 3XL
PA018233B07W30513D01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,藍,S,ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/藍 S
PA018233B07W30513E01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,藍,M,ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/藍 M
PA018233B07W30513F01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,藍,L,ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/藍 L
PA018233B07W30513G01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,藍,XL,ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/藍 XL
PA018233B07W30513H01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,藍,"2XL",ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/藍 2XL
PA018233B07W30513I01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,藍,"3XL",ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/藍 3XL
PA018233B07W3051BD01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,紅,S,ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/紅 S
PA018233B07W3051BE01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,紅,M,ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/紅 M
PA018233B07W3051BF01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,紅,L,ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/紅 L
PA018233B07W3051BG01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,紅,XL,ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/紅 XL
PA018233B07W3051BH01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,紅,"2XL",ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/紅 2XL
PA018233B07W3051BI01,ASTONE,"808",CNS,抗刮消光黑,WW13水漂,紅,"3XL",ASTONE 808(ROADSTAR) CNS WW13 抗刮消光黑/紅 3XL
PA018233B07W30812D01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,綠,S,ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/綠 S
PA018233B07W30812E01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,綠,M,ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/綠 M
PA018233B07W30812F01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,綠,L,ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/綠 L
PA018233B07W30812G01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,綠,XL,ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/綠 XL
PA018233B07W30812H01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,綠,"2XL",ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/綠 2XL
PA018233B07W30812I01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,綠,"3XL",ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/綠 3XL
PA018233B07W3081BD01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,紅,S,ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/紅 S
PA018233B07W3081BE01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,紅,M,ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/紅 M
PA018233B07W3081BF01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,紅,L,ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/紅 L
PA018233B07W3081BG01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,紅,XL,ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/紅 XL
PA018233B07W3081BH01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,紅,"2XL",ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/紅 2XL
PA018233B07W3081BI01,ASTONE,"808",CNS,抗刮消光黑,WW15水漂,紅,"3XL",ASTONE 808(ROADSTAR) CNS WW15 抗刮消光黑/紅 3XL
PA018233B07W3091GD01,ASTONE,"808",CNS,抗刮消光黑,WW16水漂,黃,S,ASTONE 808(ROADSTAR) CNS WW16 抗刮消光黑/黃 S
PA018233B07W3091GE01,ASTONE,"808",CNS,抗刮消光黑,WW16水漂,黃,M,ASTONE 808(ROADSTAR) CNS WW16 抗刮消光黑/黃 M
PA018233B07W3091GF01,ASTONE,"808",CNS,抗刮消光黑,WW16水漂,黃,L,ASTONE 808(ROADSTAR) CNS WW16 抗刮消光黑/黃 L
PA018233B07W3091GG01,ASTONE,"808",CNS,抗刮消光黑,WW16水漂,黃,XL,ASTONE 808(ROADSTAR) CNS WW16 抗刮消光黑/黃 XL
PA018233B07W3091GH01,ASTONE,"808",CNS,抗刮消光黑,WW16水漂,黃,"2XL",ASTONE 808(ROADSTAR) CNS WW16 抗刮消光黑/黃 2XL
PA018233H43W28418D01,ASTONE,"808",CNS,抗刮消光冷灰11C,WW11水漂,黑,S,ASTONE 808(ROADSTAR) CNS WW11 抗刮消光冷灰/黑 S
PA018233H43W28418E01,ASTONE,"808",CNS,抗刮消光冷灰11C,WW11水漂,黑,M,ASTONE 808(ROADSTAR) CNS WW11 抗刮消光冷灰/黑 M
PA018233H43W28418F01,ASTONE,"808",CNS,抗刮消光冷灰11C,WW11水漂,黑,L,ASTONE 808(ROADSTAR) CNS WW11 抗刮消光冷灰/黑 L
PA018233H43W28418G01,ASTONE,"808",CNS,抗刮消光冷灰11C,WW11水漂,黑,XL,ASTONE 808(ROADSTAR) CNS WW11 抗刮消光冷灰/黑 XL
PA018233H43W28418H01,ASTONE,"808",CNS,抗刮消光冷灰11C,WW11水漂,黑,"2XL",ASTONE 808(ROADSTAR) CNS WW11 抗刮消光冷灰/黑 2XL
PA018233H43W28418I01,ASTONE,"808",CNS,抗刮消光冷灰11C,WW11水漂,黑,"3XL",ASTONE 808(ROADSTAR) CNS WW11 抗刮消光冷灰/黑 3XL
PA018233W01000000D01,ASTONE,"808",CNS,白,素色,素色,S,ASTONE 808(ROADSTAR) CNS 白 S
PA018233W01000000E01,ASTONE,"808",CNS,白,素色,素色,M,ASTONE 808(ROADSTAR) CNS 白 M
PA018233W01000000F01,ASTONE,"808",CNS,白,素色,素色,L,ASTONE 808(ROADSTAR) CNS 白 L
PA018233W01000000G01,ASTONE,"808",CNS,白,素色,素色,XL,ASTONE 808(ROADSTAR) CNS 白 XL
PA018233W01000000H01,ASTONE,"808",CNS,白,素色,素色,"2XL",ASTONE 808(ROADSTAR) CNS 白 2XL
PA018233W01000000I01,ASTONE,"808",CNS,白,素色,素色,"3XL",ASTONE 808(ROADSTAR) CNS 白 3XL
PA018233W01W11200D01,ASTONE,"808",CNS,白,WW4水漂,素色,S,ASTONE 808(ROADSTAR) CNS WW4 白 S
PA018233W01W11200E01,ASTONE,"808",CNS,白,WW4水漂,素色,M,ASTONE 808(ROADSTAR) CNS WW4 白 M
PA018233W01W11200F01,ASTONE,"808",CNS,白,WW4水漂,素色,L,ASTONE 808(ROADSTAR) CNS WW4 白 L
PA018233W01W11200G01,ASTONE,"808",CNS,白,WW4水漂,素色,XL,ASTONE 808(ROADSTAR) CNS WW4 白 XL
PA018233W01W11200H01,ASTONE,"808",CNS,白,WW4水漂,素色,"2XL",ASTONE 808(ROADSTAR) CNS WW4 白 2XL
PA018233W01W11200I01,ASTONE,"808",CNS,白,WW4水漂,素色,"3XL",ASTONE 808(ROADSTAR) CNS WW4 白 3XL
PA018233W01W11300D01,ASTONE,"808",CNS,白,WW5水漂,素色,S,ASTONE 808(ROADSTAR) CNS WW5 白 S
PA018233W01W11300E01,ASTONE,"808",CNS,白,WW5水漂,素色,M,ASTONE 808(ROADSTAR) CNS WW5 白 M
PA018233W01W11300F01,ASTONE,"808",CNS,白,WW5水漂,素色,L,ASTONE 808(ROADSTAR) CNS WW5 白 L
PA018233W01W11300G01,ASTONE,"808",CNS,白,WW5水漂,素色,XL,ASTONE 808(ROADSTAR) CNS WW5 白 XL
PA018233W01W11300H01,ASTONE,"808",CNS,白,WW5水漂,素色,"2XL",ASTONE 808(ROADSTAR) CNS WW5 白 2XL
PA018233W01W11300I01,ASTONE,"808",CNS,白,WW5水漂,素色,"3XL",ASTONE 808(ROADSTAR) CNS WW5 白 3XL
PA018233W01W28418D01,ASTONE,"808",CNS,白,WW11水漂,黑,S,ASTONE 808(ROADSTAR) CNS WW11 白/黑 S
PA018233W01W28418E01,ASTONE,"808",CNS,白,WW11水漂,黑,M,ASTONE 808(ROADSTAR) CNS WW11 白/黑 M
PA018233W01W28418F01,ASTONE,"808",CNS,白,WW11水漂,黑,L,ASTONE 808(ROADSTAR) CNS WW11 白/黑 L
PA018233W01W28418G01,ASTONE,"808",CNS,白,WW11水漂,黑,XL,ASTONE 808(ROADSTAR) CNS WW11 白/黑 XL
PA018233W01W28418H01,ASTONE,"808",CNS,白,WW11水漂,黑,"2XL",ASTONE 808(ROADSTAR) CNS WW11 白/黑 2XL
PA018233W01W28418I01,ASTONE,"808",CNS,白,WW11水漂,黑,"3XL",ASTONE 808(ROADSTAR) CNS WW11 白/黑 3XL
PA018233W01W295D3D01,ASTONE,"808",CNS,白,WW12水漂,紅藍,S,ASTONE 808 CNS 白 WW12 紅藍 S
PA018233W01W295D3E01,ASTONE,"808",CNS,白,WW12水漂,紅藍,M,ASTONE 808 CNS 白 WW12 紅藍 M
PA018233W01W295D3F01,ASTONE,"808",CNS,白,WW12水漂,紅藍,L,ASTONE 808 CNS 白 WW12 紅藍 L
PA018233W01W295D3G01,ASTONE,"808",CNS,白,WW12水漂,紅藍,XL,ASTONE 808 CNS 白 WW12 紅藍 XL
PA018233W01W295D3H01,ASTONE,"808",CNS,白,WW12水漂,紅藍,"2XL",ASTONE 808 CNS 白 WW12 紅藍 2XL
PA018233W01W295D3I01,ASTONE,"808",CNS,白,WW12水漂,紅藍,"3XL",ASTONE 808 CNS 白 WW12 紅藍 3XL
PA018233W01W3051GD01,ASTONE,"808",CNS,白,WW13水漂,黃,S,ASTONE 808(ROADSTAR) CNS WW13 白/黃 S
PA018233W01W3051GE01,ASTONE,"808",CNS,白,WW13水漂,黃,M,ASTONE 808(ROADSTAR) CNS WW13 白/黃 M
PA018233W01W3051GF01,ASTONE,"808",CNS,白,WW13水漂,黃,L,ASTONE 808(ROADSTAR) CNS WW13 白/黃 L
PA018233W01W3051GG01,ASTONE,"808",CNS,白,WW13水漂,黃,XL,ASTONE 808(ROADSTAR) CNS WW13 白/黃 XL
PA018233W01W3051GH01,ASTONE,"808",CNS,白,WW13水漂,黃,"2XL",ASTONE 808(ROADSTAR) CNS WW13 白/黃 2XL
PA018233W01W3051GI01,ASTONE,"808",CNS,白,WW13水漂,黃,"3XL",ASTONE 808(ROADSTAR) CNS WW13 白/黃 3XL
PA018293B07000000D01,ASTONE,"806G",CNS,抗刮消光黑,素色,素色,S,ASTONE 806G(GTB600) CNS 抗刮消光黑 S
PA018293B07000000E01,ASTONE,"806G",CNS,抗刮消光黑,素色,素色,M,ASTONE 806G(GTB600) CNS 抗刮消光黑 M
PA018293B07000000F01,ASTONE,"806G",CNS,抗刮消光黑,素色,素色,L,ASTONE 806G(GTB600) CNS 抗刮消光黑 L
PA018293B07000000G01,ASTONE,"806G",CNS,抗刮消光黑,素色,素色,XL,ASTONE 806G(GTB600) CNS 抗刮消光黑 XL
PA018293B07000000H01,ASTONE,"806G",CNS,抗刮消光黑,素色,素色,"2XL",ASTONE 806G(GTB600) CNS 抗刮消光黑 2XL
PA018293B07106710D01,ASTONE,"806G",CNS,抗刮消光黑,II55水漂,白,S,ASTONE 806G(GTB600) CNS II55 抗刮消光黑/白 S
PA018293B07106710E01,ASTONE,"806G",CNS,抗刮消光黑,II55水漂,白,M,ASTONE 806G(GTB600) CNS II55 抗刮消光黑/白 M
PA018293B07106710F01,ASTONE,"806G",CNS,抗刮消光黑,II55水漂,白,L,ASTONE 806G(GTB600) CNS II55 抗刮消光黑/白 L
PA018293B07106710G01,ASTONE,"806G",CNS,抗刮消光黑,II55水漂,白,XL,ASTONE 806G(GTB600) CNS II55 抗刮消光黑/白 XL
PA018293B07106710H01,ASTONE,"806G",CNS,抗刮消光黑,II55水漂,白,"2XL",ASTONE 806G(GTB600) CNS II55 抗刮消光黑/白 2XL
PA018293B07108113D01,ASTONE,"806G",CNS,抗刮消光黑,II71水漂,藍,S,ASTONE 806G(GTB600) CNS II71 抗刮消光黑/藍 S
PA018293B07108113E01,ASTONE,"806G",CNS,抗刮消光黑,II71水漂,藍,M,ASTONE 806G(GTB600) CNS II71 抗刮消光黑/藍 M
PA018293B07108113F01,ASTONE,"806G",CNS,抗刮消光黑,II71水漂,藍,L,ASTONE 806G(GTB600) CNS II71 抗刮消光黑/藍 L
PA018293B07108113G01,ASTONE,"806G",CNS,抗刮消光黑,II71水漂,藍,XL,ASTONE 806G(GTB600) CNS II71 抗刮消光黑/藍 XL
PA018293B07108113H01,ASTONE,"806G",CNS,抗刮消光黑,II71水漂,藍,"2XL",ASTONE 806G(GTB600) CNS II71 抗刮消光黑/藍 2XL
PA018293S0110811BD01,ASTONE,"806G",CNS,白銀,II71水漂,紅,S,ASTONE 806G(GTB600) CNS II71 銀/紅 S
PA018293S0110811BE01,ASTONE,"806G",CNS,白銀,II71水漂,紅,M,ASTONE 806G(GTB600) CNS II71 銀/紅 M
PA018293S0110811BF01,ASTONE,"806G",CNS,白銀,II71水漂,紅,L,ASTONE 806G(GTB600) CNS II71 銀/紅 L
PA018293S0110811BG01,ASTONE,"806G",CNS,白銀,II71水漂,紅,XL,ASTONE 806G(GTB600) CNS II71 銀/紅 XL
PA018293S0110811BH01,ASTONE,"806G",CNS,白銀,II71水漂,紅,"2XL",ASTONE 806G(GTB600) CNS II71 銀/紅 2XL
PA018293S511081H0D01,ASTONE,"806G",CNS,抗刮消光黑銀,II71水漂,灰紅,S,ASTONE 806G(GTB600) CNS II71 抗刮消光黑銀/灰紅 S
PA018293S511081H0E01,ASTONE,"806G",CNS,抗刮消光黑銀,II71水漂,灰紅,M,ASTONE 806G(GTB600) CNS II71 抗刮消光黑銀/灰紅 M
PA018293S511081H0F01,ASTONE,"806G",CNS,抗刮消光黑銀,II71水漂,灰紅,L,ASTONE 806G(GTB600) CNS II71 抗刮消光黑銀/灰紅 L
PA018293S511081H0G01,ASTONE,"806G",CNS,抗刮消光黑銀,II71水漂,灰紅,XL,ASTONE 806G(GTB600) CNS II71 抗刮消光黑銀/灰紅 XL
PA018293S511081H0H01,ASTONE,"806G",CNS,抗刮消光黑銀,II71水漂,灰紅,"2XL",ASTONE 806G(GTB600) CNS II71 抗刮消光黑銀/灰紅 2XL
PA018293W01106613D01,ASTONE,"806G",CNS,白,II54水漂,藍,S,ASTONE 806G(GTB600) CNS II54 白/藍 S
PA018293W01106613G01,ASTONE,"806G",CNS,白,II54水漂,藍,XL,ASTONE 806G(GTB600) CNS II54 白/藍 XL
PA018293W01106613H01,ASTONE,"806G",CNS,白,II54水漂,藍,"2XL",ASTONE 806G(GTB600) CNS II54 白/藍 2XL
PA018293W01106619D01,ASTONE,"806G",CNS,白,II54水漂,灰,S,ASTONE 806G(GTB600) CNS II54 白/灰 S
PA018293W01106619E01,ASTONE,"806G",CNS,白,II54水漂,灰,M,ASTONE 806G(GTB600) CNS II54 白/灰 M
PA018293W01106619F01,ASTONE,"806G",CNS,白,II54水漂,灰,L,ASTONE 806G(GTB600) CNS II54 白/灰 L
PA018293W01106619G01,ASTONE,"806G",CNS,白,II54水漂,灰,XL,ASTONE 806G(GTB600) CNS II54 白/灰 XL
PA018293W01106619H01,ASTONE,"806G",CNS,白,II54水漂,灰,"2XL",ASTONE 806G(GTB600) CNS II54 白/灰 2XL
PA018293W0110661DD01,ASTONE,"806G",CNS,白,II54水漂,粉紅,S,ASTONE 806G(GTB600) CNS II54 白/粉紅 S
PA018293W0110661DE01,ASTONE,"806G",CNS,白,II54水漂,粉紅,M,ASTONE 806G(GTB600) CNS II54 白/粉紅 M
PA018293W0110661DF01,ASTONE,"806G",CNS,白,II54水漂,粉紅,L,ASTONE 806G(GTB600) CNS II54 白/粉紅 L
PA018293W0110661DG01,ASTONE,"806G",CNS,白,II54水漂,粉紅,XL,ASTONE 806G(GTB600) CNS II54 白/粉紅 XL
PA018293W0110661DH01,ASTONE,"806G",CNS,白,II54水漂,粉紅,"2XL",ASTONE 806G(GTB600) CNS II54 白/粉紅 2XL
PA018293W0110811BD01,ASTONE,"806G",CNS,白,II71水漂,紅,S,ASTONE 806G(GTB600) CNS II71 白/紅 S
PA018293W0110811BE01,ASTONE,"806G",CNS,白,II71水漂,紅,M,ASTONE 806G(GTB600) CNS II71 白/紅 M
PA018293W0110811BF01,ASTONE,"806G",CNS,白,II71水漂,紅,L,ASTONE 806G(GTB600) CNS II71 白/紅 L
PA018293W0110811BG01,ASTONE,"806G",CNS,白,II71水漂,紅,XL,ASTONE 806G(GTB600) CNS II71 白/紅 XL
PA018293W0110811BH01,ASTONE,"806G",CNS,白,II71水漂,紅,"2XL",ASTONE 806G(GTB600) CNS II71 白/紅 2XL
PA018293W11106718D01,ASTONE,"806G",CNS,珍珠白(淺灰底),II55水漂,黑,S,ASTONE 806G(GTB600) CNS II55 珍珠白/黑 S
PA018293W11106718E01,ASTONE,"806G",CNS,珍珠白(淺灰底),II55水漂,黑,M,ASTONE 806G(GTB600) CNS II55 珍珠白/黑 M
PA018293W11106718F01,ASTONE,"806G",CNS,珍珠白(淺灰底),II55水漂,黑,L,ASTONE 806G(GTB600) CNS II55 珍珠白/黑 L
PA018293W11106718G01,ASTONE,"806G",CNS,珍珠白(淺灰底),II55水漂,黑,XL,ASTONE 806G(GTB600) CNS II55 珍珠白/黑 XL
PA018293W11106718H01,ASTONE,"806G",CNS,珍珠白(淺灰底),II55水漂,黑,"2XL",ASTONE 806G(GTB600) CNS II55 珍珠白/黑 2XL
PA018473028A272B2C01,ASTONE,"822BA",CNS,橙黃151C,AO18水漂,黑白,XS,ASTONE 822BA(GTB800) CNS AO18 橙黃/黑白 XS
PA018473028A272B2D01,ASTONE,"822BA",CNS,橙黃151C,AO18水漂,黑白,S,ASTONE 822BA(GTB800) CNS AO18 橙黃/黑白 S
PA018473028A272B2E01,ASTONE,"822BA",CNS,橙黃151C,AO18水漂,黑白,M,ASTONE 822BA(GTB800) CNS AO18 橙黃/黑白 M
PA018473028A272B2F01,ASTONE,"822BA",CNS,橙黃151C,AO18水漂,黑白,L,ASTONE 822BA(GTB800) CNS AO18 橙黃/黑白 L
PA018473028A272B2G01,ASTONE,"822BA",CNS,橙黃151C,AO18水漂,黑白,XL,ASTONE 822BA(GTB800) CNS AO18 橙黃/黑白 XL
PA018473028A272B2H01,ASTONE,"822BA",CNS,橙黃151C,AO18水漂,黑白,"2XL",ASTONE 822BA(GTB800) CNS AO18 橙黃/黑白 2XL
PA018473028A272B2I01,ASTONE,"822BA",CNS,橙黃151C,AO18水漂,黑白,"3XL",ASTONE 822BA(GTB800) CNS AO18 橙黃/黑白 3XL
PA018473B01A204B3D01,ASTONE,"822BA",CNS,素黑,AO12水漂,黑紅,S,ASTONE 822BA(GTB800) CNS AO12 素黑/黑紅 S
PA018473B01A204B3E01,ASTONE,"822BA",CNS,素黑,AO12水漂,黑紅,M,ASTONE 822BA(GTB800) CNS AO12 素黑/黑紅 M
